item_id,tf_code,business_line,category_name,item_title,item_description,level_1,level_2,reason
654475,2ym7ro,Pastry,سایر محصولات,حلوا ویفری یک کیلوگرم,یک کیلوگرم,رمضان,حلوا,Wafer Halva; main product is Halva
654531,2ym7ro,Pastry,سایر محصولات,خرما پیارم ممتاز 500 گرم,±50 گرم,رمضان,خرما,Premium Piarom dates; main product is dates
654470,2ym7ro,Pastry,سایر محصولات,خرما گردوی مخصوص یک کیلوگرم,یک کیلوگرم,رمضان,خرما,Walnut-stuffed dates; main product is dates
566455,2ym7xz,Pastry,خشکبار,حلوا خرما 60 تا 80 عدد,تشکیل شده از: خرما با گردو، روکش حلوا,رمضان,حلوا,Halva with date coating; main product is Halva per Khorma exclusion
566456,2ym7xz,Pastry,شیرینی خشک,حلوا رولی 80 تا 100 عدد,تشکیل شده از: حلوا، با نان ویفری رول شده,رمضان,حلوا,Rolled Halva; main product is Halva
566457,2ym7xz,Pastry,شیرینی خشک,حلوا مخلوط 60 تا 80 عدد,تشکیل شده از: حلوا رولی و حلوا خرما و حلوا قیفی و حلوا گل پیچ,رمضان,حلوا,Mixed Halva variety; matches Halva description
566458,2ym7xz,Pastry,شیرینی خشک,حلوا میکس 60 تا 80 عدد,تشکیل شده از: حلوا رولی و حلوا خرما و حلوا قیفی و حلوا گل پیچ,رمضان,حلوا,Mixed Halva variety; matches Halva description
566454,2ym7xz,Pastry,خشکبار,خرما مخصوص,1.650 کیلوگرم,رمضان,خرما,Special dates; main product is dates
654631,2ym7yl,Pastry,شیرینی خشک,زولبیا و بامیه 500 گرم,,رمضان,زولبیا و بامیه,Explicitly combined Zolbia and Bamieh
628987,2ym8ww,Pastry,زولبیا و بامیه,زولبیا و بامیه 500 گرم, یک کیلوگرم,رمضان,زولبیا و بامیه,Explicitly combined Zolbia and Bamieh
742972,2ymwk9,Pastry,شیرینی خشک,زولبیا و بامیه اعلا یک کیلوگرم,یک کیلوگرم,رمضان,زولبیا و بامیه,عنوان صریحاً ترکیبی زولبیا و بامیه است.
742979,2ymwk9,Pastry,شیرینی خشک,گوشفیل رژیمی یک کیلوگرم,بدون شکر، با عسل,رمضان,گوشفیل,محصول اصلی گوشفیل است.
742976,2ymwk9,Pastry,شیرینی خشک,گوشفیل زعفرانی یک کیلوگرم,یک کیلوگرم,رمضان,گوشفیل,محصول اصلی گوشفیل است.
742977,2ymwk9,Pastry,شیرینی خشک,گوشفیل مغزدار یک کیلوگرم,بدون شکر، با عسل,رمضان,گوشفیل,محصول اصلی گوشفیل است.
742978,2ymwk9,Pastry,شیرینی خشک,گوشفیل پودر قند یک کیلوگرم,یک کیلوگرم,رمضان,گوشفیل,محصول اصلی گوشفیل است.
258486,2yo38o,Pastry,خشکبار,خرما پیارم یک کیلوگرم, ,رمضان,خرما,انواع خرما در این دسته قرار می‌گیرد.
443163,2yo84y,Pastry,شیرینی سنتی,حلوا خرما مخلوط 1.500 تا دو کیلوگرم (70 عدد),خرما با مغز گردو، روکش حلوا زعفرانی، 1.500 تا دو کیلوگرم (70 عدد),رمضان,حلوا,حلوا خرمایی طبق توضیحات در دسته حلوا قرار می‌گیرد.
443145,2yo84y,Pastry,شیرینی تر,حلوا رولتی 1.500 کیلوگرم (100 عدد),حلوا زعفرانی، ویفر,رمضان,حلوا,انواع حلوا رولتی و مجلسی.
785279,2yo84y,Pastry,خرما و حلوا,خرما رول  حلوا یک کیلوگرم,یک کیلوگرم,رمضان,حلوا,خرما رول حلوا ماهیت حلوایی دارد.
443164,2yo84y,Pastry,خرما و حلوا,خرما گردویی 1.500 تا دو کیلوگرم (70 عدد),خرما با مغز گردو، 1.500 تا دو کیلوگرم (70 عدد),رمضان,خرما,خرمای مغزدار در دسته خرما قرار می‌گیرد.
453077,2yogm4,Pastry,شیرینی خشک,زولبیا بامیه 500 گرم,زولبیا و بامیه، شهد شکری، مناسب مراسم مذهبی و پذیرایی همراه چای,رمضان,زولبیا و بامیه,عنوان ترکیبی از هر دو محصول است.
186737,2yor99,Pastry,حلوا و خرما,خرما حلوایی,1.500 تا 1.600 کیلوگرم,رمضان,حلوا,خرما حلوایی در دسته حلوا طبق توضیحات طبقه‌بندی می‌شود.
624114,2z18z5,Pastry,شیرینی جات,زولبیا بامیه 500 گرم,,رمضان,زولبیا و بامیه,عنوان ترکیبی از هر دو محصول است.
621715,2zkokl,Pastry,دسر,حلوا سوهانی 400 گرم,400 گرم,رمضان,حلوا,انواع حلوا.
621712,2zkokl,Pastry,دسر,حلوا سیاه اردبیل 500 گرم,500 گرم,رمضان,حلوا,حلوا سیاه نوعی حلوا است.
621711,2zkokl,Pastry,دسر,حلوا کشی 300 گرم,300 گرم,رمضان,حلوا,انواع حلوا.
712011,2zlno9,Pastry,شیرینی خشک,زولبیا بامیه ۵۰۰ گرم,,رمضان,زولبیا و بامیه,عنوان ترکیبی از هر دو محصول است.
627692,2zlno9,Pastry,زولبیا و بامیه,زولبیا و بامیه 500 گرم,,رمضان,زولبیا و بامیه,عنوان ترکیبی از هر دو محصول است.
605521,2zr962,Pastry,زولبیا و بامیه,زولبیا 500 گرم, ,رمضان,زولبیا,فقط شامل زولبیا است.
605522,2zr962,Pastry,زولبیا و بامیه,زولبیا و بامیه ۵۰۰ گرم,مخلوط,رمضان,زولبیا و بامیه,عنوان ترکیبی و مخلوط است.
20760,517635,Pastry,شیرینی سنتی,زولبیا بامیه 1 کیلوگرم,زولبیا بامیه,رمضان,زولبیا و بامیه,عنوان صریحاً ترکیبی زولبیا بامیه است.
1193767,51lzp9,Pastry,حلوا و خرما,حلوا خرما مغزدار (دو کیلوگرم),± 50 گرم، 80 عدد، حلوا با شهد گلاب، مناسب مراسم مذهبی و ترحیم,رمضان,حلوا,حلوا خرمایی طبق توضیحات در دسته حلوا قرار می‌گیرد.
1193766,51lzp9,Pastry,حلوا و خرما,حلوا ویفری (دو کیلوگرم),± 50 گرم، 80 عدد، حلوا با شهد گلاب، ویفر، مناسب مراسم مذهبی و ترحیم,رمضان,حلوا,حلوا ویفری نوعی حلوا است.
1193736,51lzp9,Pastry,شیرینی خشک,زولبیا بامیه یک کیلوگرم,± 50 گرم، زولبیا و بامیه، شهد زعفرانی، مناسب مراسم مذهبی و پذیرایی همراه چای,رمضان,زولبیا و بامیه,عنوان صریحاً ترکیبی زولبیا بامیه است.
1193737,51lzp9,Pastry,شیرینی سنتی,گوشفیل یک کیلوگرم,"± 50 گرم، گوشفیل با شهد، مناسب مراسم مذهبی و پذیرایی همراه چای
",رمضان,گوشفیل,محصول اصلی گوشفیل است.
667231,51owry,Pastry,شیرینی سنتی,زولبیا و بامیه 500 گرم,تهیه شده با زعفران خالص ایرانی، کیفیت ممتاز و ترد,رمضان,زولبیا و بامیه,عنوان صریحاً ترکیبی زولبیا و بامیه است.
608918,51ozpw,Pastry,زولبیا و بامیه,زولبیا و بامیه یک کیلوگرم,یک کیلوگرم,رمضان,زولبیا و بامیه,عنوان صریحاً ترکیبی زولبیا و بامیه است.
1444580,51y6z9,Pastry,حلوا و خرما,حلوا تارتی ( 1 تا 1.2 کیلوگرم),,رمضان,حلوا,حلوا تارتی نوعی حلوا است.
582638,51y6z9,Pastry,حلوا و خرما,حلوا رولتى 1.2 تا ۱.۵ کیلوگرم,1.5 تا 1.8 کیلوگرم,رمضان,حلوا,حلوا رولتی نوعی حلوا است.
582637,51y6z9,Pastry,حلوا و خرما,حلوا و خرما جعبه اى 1.5 تا 1.8 کیلوگرم,1.5 تا 1.8 کیلوگرم,رمضان,حلوا,ترکیب حلوا و خرما در این صنف معمولاً سینی حلوا است؛ طبق اولویت حلوا.
582640,51y6z9,Pastry,حلوا و خرما,حلوا و خرما مخلوط 1.5 تا 1.8 کیلوگرم,1.5 تا 1.8 کیلوگرم,رمضان,حلوا,مخلوط حلوا و خرما در این صنف در دسته حلوا قرار می‌گیرد.
590499,51y6z9,Pastry,حلوا و خرما,حلوا و خرما مخلوط 1.5 تا 1.9 کیلوگرم, ۱.۹ کیلوگرم,رمضان,حلوا,مخلوط حلوا و خرما در این صنف در دسته حلوا قرار می‌گیرد.
590498,51y6z9,Pastry,حلوا و خرما,حلوا ویفری مجلسی ۱.۹ کیلوگرم, ۱.۹ کیلوگرم,رمضان,حلوا,حلوا ویفری نوعی حلوا است.
606085,51y6z9,Pastry,حلوا و خرما,خرما با مغز گردو (1.2 تا 1.5 کیلوگرم),,رمضان,خرما,خرمای مغزدار طبق توضیحات در دسته خرما قرار می‌گیرد.
585979,51y6z9,Pastry,آجیل و خشکبار,خرما زاهدى 500 گرم,,رمضان,خرما,خرما زاهدی نوعی خرما است.
585976,51y6z9,Pastry,آجیل و خشکبار,خرما پیارم 500 گرم,,رمضان,خرما,خرما پیارم نوعی خرما است.
614217,51y6z9,Pastry,زولبیا و بامیه,زولبیا بامیه همراه گوشفیل اراکی 800 گرم,,رمضان,زولبیا و بامیه,ترکیبی از زولبیا، بامیه و گوشفیل که در دسته ترکیبی زولبیا و بامیه قرار می‌گیرد.
590515,51y6z9,Pastry,زولبیا و بامیه,زولبیا و بامیه 1.2 کیلوگرم,,رمضان,زولبیا و بامیه,عنوان صریحاً ترکیبی زولبیا و بامیه است.
496254,51y6z9,Pastry,شیرینی خشک,زولبیا و بامیه 600 گرم, ,رمضان,زولبیا و بامیه,عنوان صریحاً ترکیبی زولبیا و بامیه است.
567720,533rmo,Pastry,حلوا و خرما,حلوا رولتی 1.900 کیلوگرم,1.900 کیلوگرم,رمضان,حلوا,نوعی حلوا (حلوا رولتی)
567719,533rmo,Pastry,حلوا و خرما,حلوا و خرما مخلوط 1.900 کیلوگرم,1.900 کیلوگرم,رمضان,پک افطاری,ترکیب دو قلم مختلف از دسته‌های متفاوت (حلوا و خرما)
567721,533rmo,Pastry,حلوا و خرما,خرما با گردو 1.500 کیلوگرم,1.500 کیلوگرم,رمضان,خرما,خرما مغزدار؛ محصول اصلی خرما است
567746,533rmo,Pastry,شیرینی خشک,کلمپه گردو و خرما 700 گرم (9 عدد),,UNKNOWN,UNKNOWN,کلمپه نوعی شیرینی است و در دسته‌بندی‌های پیشنهادی وجود ندارد
1465073,53kly1,Pastry,حلوا و خرما,حلوا خرما میکس,1.800 کیلوگرم ( 80 عدد ),رمضان,پک افطاری,ترکیب دو قلم مختلف (حلوا و خرما)
1429274,53kly1,Pastry,حلوا و خرما,حلوا خرما میکس (1.8 کیلوگرم),,رمضان,پک افطاری,ترکیب دو قلم مختلف (حلوا و خرما)
1465070,53kly1,Pastry,حلوا و خرما,حلوا رولتی,1.800 کیلوگرم (80 عدد ),رمضان,حلوا,نوعی حلوا (حلوا رولتی)
1429272,53kly1,Pastry,حلوا و خرما,خرما حلوا (1.8 کیلوگرم),حلوا زعفرانی، خرما با گردو ,رمضان,پک افطاری,ترکیب دو قلم مختلف (حلوا زعفرانی و خرما گردو) طبق توضیحات
1429273,53kly1,Pastry,حلوا و خرما,خرما گردو (1.5 کیلوگرم),,رمضان,خرما,خرما مغزدار؛ محصول اصلی خرما است
990732,53z6y9,Pastry,حلوا و خرما,حلوا فنجانی (75 عدد),حلوا، نان فنجانی,رمضان,حلوا,نوعی حلوا (حلوا فنجانی)
990735,53z6y9,Pastry,حلوا و خرما,حلوا میکس (75 عدد),,رمضان,حلوا,انواع حلوا (میکس)
990730,53z6y9,Pastry,حلوا و خرما,حلوا و خرما مخلوط (80 عدد),,رمضان,پک افطاری,ترکیب دو قلم مختلف (حلوا و خرما)
990731,53z6y9,Pastry,حلوا و خرما,حلوا ویفری (100 عدد),نان ویفری، حلوا ,رمضان,حلوا,نوعی حلوا (حلوا ویفری)
990733,53z6y9,Pastry,حلوا و خرما,خرما با روکش حلوا (75 عدد),خرما با روکش حلوا و مغز گردو,رمضان,خرما,خرمای مغزدار با روکش؛ محصول اصلی خرما است
990734,53z6y9,Pastry,حلوا و خرما,خرما مخصوص با مغز گردو (90 عدد),,رمضان,خرما,خرمای مغزدار؛ محصول اصلی خرما است
990728,53z6y9,Pastry,خشکبار,خرما پیارم اعلا یک کیلوگرم,± 50 گرم,رمضان,خرما,نوعی خرما (پیارم)
990710,53z6y9,Pastry,شیرینی خشک,زولبیا و بامیه مخلوط (500 گرم),,رمضان,زولبیا و بامیه,ترکیب صریح زولبیا و بامیه
953707,53zrk6,Pastry,شیرینی خشک,حلوا مجلسی کپسولی (یک عدد), ,رمضان,حلوا,نوعی حلوا (حلوا مجلسی)
953708,53zrk6,Pastry,شیرینی خشک,دسیس حلوا مجلسی (یک کیلوگرم), ,رمضان,حلوا,نوعی حلوا (حلوا مجلسی)
1480897,53zrk6,Pastry,شیرینی خشک,زولبیا و بامیه 500 گرم,±50 گرم,رمضان,زولبیا و بامیه,ترکیب صریح زولبیا و بامیه
906062,54w87z,Pastry,حلوا و خرما,حلوا رولتی 1.6 کیلوگرم,1.6 کیلوگرم,رمضان,حلوا,It is a type of Halva (roulette style).
906060,54w87z,Pastry,حلوا و خرما,حلوا و خرما میکس 1.5 تا 1.7 کیلوگرم,1.5 تا 1.7 کیلوگرم,رمضان,حلوا,Mix of halva and dates; halva is the primary pastry component in these platters.
906119,54w87z,Pastry,حلوا و خرما,خرما حلوایی مغزدار 1.8 کیلوگرم,1.8 کیلوگرم,رمضان,خرما,Title indicates stuffed dates (خرمای مغزدار) which is explicitly in the خرما category.
906061,54w87z,Pastry,خشکبار,خرما پیارم 1.1 کیلوگرم (60 عدد),1.1 کیلوگرم (60 عدد),رمضان,خرما,Piarom dates (خرما پیارم) are a specific type of date.
906134,54w87z,Pastry,زولبیا و بامیه,زولبیا و بامیه یک کیلوگرم,زولبیا و بامیه زعفرانی، شهد گلاب، مناسب مراسم مذهبی و پذیرایی ,رمضان,زولبیا و بامیه,Title explicitly includes both items combined.
790837,54wng6,Pastry,حلوا,حلوا رولی ساده 1.190 کیلوگرم, ,رمضان,حلوا,It is a type of Halva (roulette style).
752188,54wng6,Pastry,حلوا,حلوا مجلسی با خرما,,رمضان,حلوا,"Halva with dates as a component follows the exclusion in the خرما category, pointing to حلوا."
752186,54wng6,Pastry,حلوا,حلوا مجلسی کوچک,,رمضان,حلوا,Standard Halva product.
752190,54wng6,Pastry,حلوا,خرما مجلسی ۵۰۰ گرم,,رمضان,خرما,Standard date product.
790839,54wng6,Pastry,حلوا,خرما گردو 1.200 کیلوگرم, ,رمضان,خرما,Dates with walnuts (خرمای مغزدار) is mentioned in the خرما taxonomy.
751693,54wng6,Pastry,سایر محصولات قنادی,زولبیا و بامیه ۵۰۰ گرم,,رمضان,زولبیا و بامیه,Title explicitly includes both items combined.
1448367,54x84l,Pastry,شیرینی سنتی,زولبیا بامیه یک کیلوگرم,"
± 50 گرم",رمضان,زولبیا و بامیه,Title explicitly includes both items combined.
442476,566g3o,Pastry,زولبیا بامیه,زولبیا بامیه یک کیلوگرم, ,رمضان,زولبیا و بامیه,Title explicitly includes both items combined.
613168,569gl7,Pastry,زولبیا و بامیه,زولبیا و بامیه دو کیلوگرم,گوشفیل، زولبیا و انواع بامیه,رمضان,زولبیا و بامیه,Title takes precedence as a combined category despite mentioning other items in description.
672787,569yl6,Pastry,شیرینی خشک,زولبیا بامیه یک کیلوگرم,,رمضان,زولبیا و بامیه,Title explicitly includes both items combined.
81705,56k372,Pastry,شیرینی سنتی,زولبیا بامیه 500 گرم,زولبیا و بامیه، شهد عسل، بدون تزئین مناسب مراسم مذهبی و پذیرایی همراه چای,رمضان,زولبیا و بامیه,Title explicitly includes both items combined.
988377,56romo,Pastry,زولبیا و بامیه,زولبیا و بامیه یک کیلوگرم,"± ۵۰ گرم، زولبیا و بامیه، شهد زعفرانی، مناسب مراسم مذهبی و پذیرایی همراه چای
",رمضان,زولبیا و بامیه,Title explicitly includes both items combined.
1012789,56rool,Pastry,حلوا و خرما,بشقاب حلوا زعفرانی (20 تا 25 عدد),خلال پسته,رمضان,حلوا,Halva platter fits the حلوا category.
1012794,56rool,Pastry,شیرینی رژِیمی,شیرینی بار خرما رژیمی (بسته 25 عددی),خرما، گردو، جو پرک,رمضان,خرما,Date-based diet bar categorized under the main ingredient خرما.
1481040,56w1z4,Pastry,زولبیا و بامیه ,زولبیا 500 گرم,±50 گرم,رمضان,زولبیا,Single item 'زولبیا'; follows exclusion to avoid the combined category.
613777,547738,Pastry,زولبیا و بامیه,زولبیا و بامیه ریز یک کیلوگرم,,رمضان,زولبیا و بامیه,عنوان ترکیبی شامل هر دو مورد زولبیا و بامیه است.
634646,547kmr,Pastry,کوکی,کوکی رژیمی خرما,یک عدد,UNKNOWN,UNKNOWN,کوکی در دسته‌بندی‌های موجود (رمضان) قرار نمی‌گیرد.
702441,547lkp,Pastry,شیرینی خشک,زولبیا بامیه 500 گرم,500 گرم,رمضان,زولبیا و بامیه,عنوان ترکیبی شامل هر دو مورد زولبیا و بامیه است.
619595,547lx6,Pastry,شیرینی خشک,زولبیا و بامیه یک کیلوگرم,یک کیلوگرم,رمضان,زولبیا و بامیه,عنوان ترکیبی شامل هر دو مورد زولبیا و بامیه است.
1022292,547moo,Pastry,شیرینی خشک,حلوا مخلوط با خرما (1.7 کیلوگرم),±50 گرم، ترکیبات: آرد، زعفران، کره، خرما,رمضان,حلوا,ماهیت اصلی محصول حلوا است؛ طبق تبصره خرما، اگر حلوا محصول اصلی باشد این دسته انتخاب می‌شود.
1030543,547moo,Pastry,سایر محصولات,حلوا میکس زعفرانی (1.7 کیلوگرم),±50 گرم، آرد، زعفران، کره، مناسب مراسم,رمضان,حلوا,ماهیت اصلی محصول حلوا میکس است.
618503,547x6w,Pastry,شیرینی خشک,زولبیا بامیه مخلوط 500 گرم,تازه ,رمضان,زولبیا و بامیه,عنوان ترکیبی شامل هر دو مورد زولبیا و بامیه است.
521431,54n3y3,Pastry,تنقلات,حلوا ارده رژیمی با شیره خرما,حلوا ارده درجه یک محصول اردکان,UNKNOWN,UNKNOWN,حلوا ارده با حلوای سنتی افطار متفاوت است و در لیست موجود نیست.
837766,54n3y3,Pastry,سوغات,حلوا ارده رژیمی با شیره خرما اردکان ۵۰۰ گرم,۵۰۰ گرم,UNKNOWN,UNKNOWN,حلوا ارده با حلوای سنتی افطار متفاوت است و در لیست موجود نیست.
322786,54n3y3,Pastry,حلوا و دسر,حلوا‌ زعفرانی ۳۰۰ گرم,۳۰۰ گرم، حلوای زعفرانی تشکیل شده از خلال پسته و بادام، آرد گندم، گلاب، زعفران، هل، روغن کرمانشاهی,رمضان,حلوا,حلوای زعفرانی سنتی.
646021,54n3y3,Pastry,حلوا و دسر,حلوا زعفرانی ۳۰۰ گرم,۳۰۰ گرم، آردگندم، کره، روغن، هل، گلاب، شکر، زعفران,رمضان,حلوا,حلوای زعفرانی سنتی.
646026,54n3y3,Pastry,حلوا و دسر,حلوا عربی,آرد گندم، نشاسته ذرت، شیر خشک، کره، روغن، هل، گلاب، شکر، زعفران,رمضان,حلوا,حلوای عربی نوعی حلوای پخته شده است.
647463,54n3y3,Pastry,حلوا و دسر,حلوا کاچی ۲۵۰ گرم,۲۵۰ گرم، آرد، نبات، روغن، کره، هل، گلاب، زعفران، ادویه جات مخصوص کاچی,رمضان,حلوا,عنوان شامل حلوا است و ماهیت مشابه دارد.
708334,54n3y3,Pastry,تنقلات,خرما حبه ای رژیمی دارچینی,,رمضان,خرما,محصول بر پایه خرما است.
708333,54n3y3,Pastry,تنقلات,خرما حبه ای رژیمی زنجبیل,,رمضان,خرما,محصول بر پایه خرما است.
521438,54n3y3,Pastry,تنقلات,خرما حبه ای رژیمی ساده,محصول سنتی، کاملا ارگانیک، بدون هیچ گونه افزودنی,رمضان,خرما,محصول بر پایه خرما است.
322787,54n3y3,Pastry,آش و شله,شله زرد یک کیلوگرم,زعفران اعلا، برنج، هل، گلاب، شکر، خلال پسته,رمضان,شله‌زرد,دسر برنجی زعفرانی (شله‌زرد).
284514,54n4yn,Pastry,شیرینی خشک,زولبیا و بامیه یک کیلوگرم,شهد عسل، بدون تزئین,رمضان,زولبیا و بامیه,عنوان ترکیبی شامل هر دو مورد زولبیا و بامیه است.
619323,54nk88,Pastry,شیرینی خشک,زولبیا و بامیه یک کیلوگرم,یک کیلوگرم,رمضان,زولبیا و بامیه,عنوان ترکیبی شامل هر دو مورد زولبیا و بامیه است.
126607,54nnoz,Pastry,شیرینی خشک,زولبیا 500 گرم,,رمضان,زولبیا,فقط شامل زولبیا است (طبق بند محرومیت زولبیا و بامیه).
649673,51yyx4,Pastry,زولبیا و بامیه,زولبیا و بامیه یک تا ۱.۱ کیلوگرم,یک تا ۱.۱ کیلوگرم,رمضان,زولبیا و بامیه,عنوان ترکیبی شامل زولبیا و بامیه است.
649658,51yyx4,Pastry,زولبیا و بامیه,زولبیا یک تا ۱.۱ کیلوگرم,یک تا ۱.۱ کیلوگرم,رمضان,زولبیا,عنوان فقط شامل زولبیا است.
608659,51yyx4,Pastry,زولبیا و بامیه,گوشفیل یک کیلوگرم,یک کیلوگرم، تهیه شده با آرد ذرت,رمضان,گوشفیل,محصول صراحتا گوشفیل است.
119839,5319rl,Pastry,شیرینی خشک,زولبیا بامیه,یک کیلوگرم,رمضان,زولبیا و بامیه,عنوان ترکیبی شامل زولبیا بامیه است.
680716,531mlm,Pastry,زولبیا بامیه ,زولبیا بامیه مخلوط ۵۰۰ گرمی,,رمضان,زولبیا و بامیه,عنوان صریحاً به مخلوط زولبیا بامیه اشاره دارد.
680712,531mlm,Pastry,زولبیا بامیه ,زولبیا ۵۰۰ گرمی,,رمضان,زولبیا,عنوان فقط شامل زولبیا است.
309729,531on3,Pastry,حلوا و خرما,حلوا مخلوط یک کیلوگرم (۵۰ تا ۶۰ عدد),,رمضان,حلوا,محصول از انواع حلوا (مخلوط) است.
309730,531on3,Pastry,حلوا و خرما,حلوا گردویی,یک کیلوگرم,رمضان,حلوا,حلوا گردویی در دسته حلوا قرار می‌گیرد.
309727,531on3,Pastry,حلوا و خرما,خرما پیاروم یک کیلوگرم,,رمضان,خرما,خرما پیارم در دسته خرما قرار می‌گیرد.
608816,531orp,Pastry,شیرینی خشک,زولبیا بامیه بزرگ یک کیلوگرم,,رمضان,زولبیا و بامیه,عنوان ترکیبی شامل زولبیا بامیه است.
608815,531orp,Pastry,شیرینی خشک,زولبیا بامیه یک کیلوگرم,,رمضان,زولبیا و بامیه,عنوان ترکیبی شامل زولبیا بامیه است.
1477627,531orp,Pastry,زولبیا و بامیه,زولبیا و بامیه یک کیلوگرم,±50 گرم,رمضان,زولبیا و بامیه,عنوان ترکیبی شامل زولبیا و بامیه است.
680733,531y36,Pastry,شیرینی خشک,زولبیا و بامیه,یک کیلوگرم زولبیا و بامیه تازه با کیفیت عالی با زعفران ,رمضان,زولبیا و بامیه,عنوان ترکیبی شامل زولبیا و بامیه است.
768018,533gpw,Pastry,خشکبار,خرما ربی 500 گرم,"خرما ربی 
بصورت خشک
عالی و 
خوش طعم و مزه ",رمضان,خرما,خرما ربی در دسته خرما قرار می‌گیرد.
526046,533p37,Pastry,حلوا و خرما,خرما حلوایی 1.450 تا 1.500 کیلوگرم,خرمای مغز دار با روکش حلوا,رمضان,خرما,طبق توضیحات خرمای مغزدار است که در دسته خرما قرار می‌گیرد.
526045,533p37,Pastry,حلوا و خرما,خرما مخصوص 1.450 تا 1.500 کیلوگرم,خرمای مغز دار گردویی با تزئین گل محمدی، پسته و پودر نارگیل,رمضان,خرما,خرمای مغزدار گردویی صراحتا در دسته خرما قرار می‌گیرد.
526044,533p37,Pastry,حلوا و خرما,مخلوط حلوا و خرما 1.450 تا 1.500 کیلوگرم,مخلوطی از حلوا و خرما با طرح های مختلف,رمضان,حلوا,[2PASS] این محصول یک سینی حلوا و خرمای مجلسی است؛ با توجه به راهنمای دسته «خرما»، اگر محصول ترکیبی از حلوا و خرما باشد (مانند حلوا خرمایی)، اولویت با دسته «حلوا» است.
1481081,5717wn,Pastry,ويژه ماه رمضان,زولبيا و باميه یک کیلوگرم,±50 گرم ,رمضان,زولبیا و بامیه,عنوان صریحاً شامل زولبیا و بامیه است.
1041715,571lww,Pastry,شیرینی سنتی,خرما لقمه (400 گرم),,رمضان,خرما,محصول خرما لقمه است.
1041696,571lww,Pastry,شیرینی سنتی,زولبیا بامیه یک کیلوگرم,± ۵۰ گرم ,رمضان,زولبیا و بامیه,عنوان ترکیبی شامل زولبیا و بامیه است.
1041697,571lww,Pastry,شیرینی سنتی,گوشفیل یک کیلوگرم, ± ۵۰ گرم,رمضان,گوشفیل,محصول گوشفیل است.
854783,571po6,Pastry,زولبیا و بامیه,زولبیا یک کیلوگرم,,رمضان,زولبیا,فقط زولبیا ذکر شده است.
854782,571po6,Pastry,زولبیا و بامیه,مخلوط زولبیا و بامیه 1.3 کیلوگرم,زولبیا و بامیه تازیین شده با پسته و نارگیل,رمضان,زولبیا و بامیه,عنوان مخلوط زولبیا و بامیه است.
122979,5777mw,Pastry,سایر محصولات,حلوا ارده یک کیلوگرم,,رمضان,حلوا,"[2PASS] The item is a type of Halva (Halva Ardeh); although tahini-based, it fits the 'حلوا' category as the most specific match among the allowed keys."
1306984,57ngly,Pastry,خشکبار,خرما زاهدی یک کیلوگرم,± 50 گرم,رمضان,خرما,انواع خرما (زاهدی).
909837,586zoy,Pastry,حلوا,حلوا خرما میکس 1.800 کیلوگرم (80 عدد),1.800 کیلوگرم (80 عدد)	,رمضان,حلوا,میکس حلوا و خرما که به عنوان دسر مجلسی/رمضانی در دسته حلوا قرار می‌گیرد.
909834,586zoy,Pastry,حلوا,حلوا رولتی 1.800 کیلوگرم (80 عدد),حلوا زعفرانی، 1.800 کیلوگرم (80 عدد)	,رمضان,حلوا,حلوا رولتی زعفرانی.
909835,586zoy,Pastry,حلوا,خرما حلوا 1.8 کیلوگرم (70 عدد),1.8 کیلوگرم (70 عدد)، حلوا زعفرانی، خرما با گردو ,رمضان,حلوا,ترکیب خرما و حلوا زعفرانی.
909836,586zoy,Pastry,حلوا,خرما گردو 1.5 کیلوگرم (80 عدد),1.5 کیلوگرم (80 عدد)	,رمضان,خرما,خرما مغزدار (گردو) در دسته خرما قرار می‌گیرد.
613931,58kgnl,Pastry,شیرینی خشک,زولبیا بامیه زعفرانی 500 گرم, ,رمضان,زولبیا و بامیه,عنوان ترکیبی زولبیا بامیه.
613956,58kgnl,Pastry,دسر,شله زرد زعفرانی 250 گرم,250 گرم,رمضان,شله‌زرد,دسر شله‌زرد زعفرانی.
673999,58kzlr,Pastry,خرما,خرما زاهدی 600 گرم,خرما,رمضان,خرما,انواع خرما (زاهدی).
673998,58kzlr,Pastry,خرما,خرما پیارم یک کیلوگرم,ارزش غذایی بالا,رمضان,خرما,انواع خرما (پیارم).
335725,58p7zy,Pastry,شیرینی خشک,گوشفیل یک کیلوگرم,یک کیلوگرم,رمضان,گوشفیل,محصول گوشفیل است.
390140,58pr86,Pastry,شیرینی جات,زولبیا بامیه,یک کیلو,رمضان,زولبیا و بامیه,عنوان ترکیبی زولبیا بامیه.
940368,5949om,Pastry,شیرینی سنتی,زولبیا 500 گرم,±۵۰ گرم، زولبیا، شهد گلاب، هل، تزئین شده با پودر پسته، پودر نارگیل، مناسب مراسم مذهبی و پذیرایی همراه چای,رمضان,زولبیا,فقط زولبیا ذکر شده است.
1134652,594o32,Pastry,شیرینی خشک,زولبیا بامیه یک کیلوگرم, ,رمضان,زولبیا و بامیه,عنوان ترکیبی زولبیا بامیه.
61763,5kkn75,Pastry,شیرینی خشک,زولبیا بامیه, یک کیلوگرم,رمضان,زولبیا و بامیه,Title explicitly mentions both zolbia and bamieh.
1465769,5kkxnw,Pastry,حلوا و خرما,حلوا و خرما مخلوط 500 گرم,± 50 گرم,رمضان,حلوا,Mixed platter of halva and dates; halva is the primary prepared pastry item.
